language,Audio_transcript,File,Cohort,Sub_Cohort,Duration_mins,Duration_Cat,Gender_Type,Region,Age_Group,Overlap,Gap,Conv_Density,S1_State,S2_State,Total_Gap_s,Total_Overlap_s,provider,model,num_segments,real_time_factor,processing_time_s,WER,CER,MER,WIL,WIP,S,S_%,D,D_%,I,I_%,lwWER,toWER,OIWER,script_penalty,SemanticSim,LevenshteinSim,PIER,CS_Recall,CS_Precision,CS_F1
marathi,1k6OGHGMNrDMwaSYm4YBilzoroV5GOri6,MARATHI_449_1415,Marathi,All,14.25,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Maharashtra,Maharashtra,9,0,elevenlabs,scribe_v2,92,0.13x,107.587,0.26240,0.2325,0.2609,0.3415,0.6585,406,9,751,16.7,26,0.6,0.2609,0.2624,0.2611,0.0014,0.3453,0.7714,0,1,0,0
kannada,1ZWY65knno5_H2f56rzVyBXy3g8Ha90Bd,Kannada_76_1454,Kannada,All,14.9,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Karnataka,Karnataka,12,0,sarvam_v2,saarika:v2.5,153,n/a,0,0.26230,0.1917,0.2273,0.3049,0.6951,418,9.8,44,1,655,15.4,0.2613,0.2623,0.2751,0.0009,0.8961,0.8083,1,0,1,0
haryanvi,1gRfGz1lKXIUxB7SvAp3SCyOUUFsCWBxJ,Audio31,Haryanvi,All,13.27,Medium (5-15 min),Same Gender,Unknown,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,,,11,0,aws_transcribe,aws-transcribe,95,n/a,0,0.26220,0.1753,0.2522,0.3727,0.6273,569,14.6,297,7.6,153,3.9,0.2622,0.2622,0.2633,0,0.7396,0.8247,1,0,0,0
Spoken Tamil,1qk6AQ3GjvHuo7N0gQFP6dkuQzPnVLf84,Tamilish_514_1406,Spoken Tamil,All,14.1,Medium (5-15 min),Mixed Gender,Same State,Mixed Age Group,No Overlap,High (>20s),Balanced Dialogue,Tamil Nadu,Tamil Nadu,28,0,speechmatics,speechmatics-batch,83,0.05x,41.604,0.26220,0.1821,0.2349,0.3282,0.6718,521,11.5,138,3.1,525,11.6,0.2622,0.2622,0.2771,0,0.9849,0.8179,0.5819,0.5016,0.8807,0.6392
bhojpuri,1tseGQ03R77tQYxKim8VdnxwyZa4MOb2z,Audio234,Bhojpuri,All,14.37,Medium (5-15 min),Same Gender,Unknown,Same Age Group,No Overlap,Medium (5-20s),Monologue-like,,,8,0,gemini_flash,gemini-2.5-flash,192,0.11x,95.05,0.26190,0.143,0.2528,0.3825,0.6175,630,16,257,6.5,142,3.6,0.2619,0.2619,0.262,0,0.9843,0.857,1,0,1,0
chattishgarhi,1O8I9IdKYAVFg012-FqIyTf-tzE9GT6po,Audio178,Chattishgarhi,All,15.17,Long (15-30 min),Same Gender,Unknown,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,,,13,0,aws_transcribe,aws-transcribe,103,n/a,0,0.26150,0.2,0.2513,0.3405,0.6595,424,10.1,505,12,171,4.1,0.2615,0.2615,0.2623,0,0.9069,0.8,1,0,0,0
odia,1kzc-yQRLDZEYeKJCEZm-b3sD9Q3E256A,Odia_369_1243,Odia,All,12.72,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Odisha,Odisha,7,0,gemini_pro,gemini-2.5-pro,141,0.24x,184.745,0.26090,0.1477,0.2507,0.3798,0.6202,511,16,192,6,130,4.1,0.2771,0.2609,0.2859,-0.0162,0.9985,0.8523,0.1579,0.8205,0.8496,0.8348
marathi,1ewXWpWg9ib3MQhZGpzRtatKjFnM4_PnV,MARATHI_165_1520,Marathi,All,15.33,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Low (1-5s),Balanced Dialogue,Maharashtra,Maharashtra,2,0,gemini_flash,gemini-2.5-flash,165,0.18x,168.092,0.26080,0.2251,0.2596,0.3437,0.6563,463,9.5,791,16.2,23,0.5,0.2611,0.2608,0.2609,-0.0003,0.9984,0.7775,0,1,0,0
urdu,1BZZ6yfmQgP_I84TnRHpzLbyg22LKhqF_,Urdu_201_2049,Urdu,All,20.82,Long (15-30 min),Mixed Gender,Cross State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Karnataka,Madhya Pradesh,11,0,speechmatics,speechmatics-batch,31,0.07x,79.502,0.26050,0.2183,0.2599,0.3165,0.6835,259,6.1,837,19.7,10,0.2,0.2605,0.2605,0.2594,0,0.7513,0.7817,1,0,1,0
nepali,12uoznKuq0wP0eRDhYCvg4SghNPUyfCQT,Nepali_401_2128,Nepali,All,21.47,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,High (>20s),Rapid Exchange,West Bengal,West Bengal,28,0,gemini_flash,gemini-2.5-flash,348,0.11x,132.544,0.26020,0.201,0.2282,0.3111,0.6889,607,10.4,92,1.6,820,14,0.2601,0.2602,0.2769,0.0002,0.9543,0.799,0.9725,0.0442,0.8462,0.084
bhojpuri,13V53QzPX1qlNwiN5C8gZZkPH6PEbn4TH,Audio259,Bhojpuri,All,5.67,Medium (5-15 min),Same Gender,Unknown,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,,,9,0,gemini_pro,gemini-2.5-pro,73,0.67x,230.238,0.26010,0.1583,0.2555,0.3683,0.6317,198,13.3,161,10.8,27,1.8,0.2601,0.2601,0.2608,0,0.9856,0.8417,0,1,0.5714,0.7273
gujarati,1frcWm7u-O1iZWrvnxmEpDWlbZ6QeEsIy,Gujarati_336_2239,Gujarati,All,22.65,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Gujarat,Gujarat,12,0,elevenlabs,scribe_v2,177,0.07x,89.28,0.25990,0.2395,0.2594,0.3481,0.6519,650,10.1,1014,15.7,14,0.2,0.2585,0.2599,0.2575,0.0015,0.6704,0.7656,0,1,0,0
chattishgarhi,1aFHh7CVqAN6Bpbsigwikx6WrnEX9oK6m,Audio154,Chattishgarhi,All,15.18,Long (15-30 min),Same Gender,Unknown,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,,,10,0,gemini_flash,gemini-2.5-flash,255,0.12x,105.343,0.25970,0.1779,0.2421,0.3434,0.6566,462,12.1,253,6.6,277,7.3,0.2597,0.2597,0.2641,0,0.9891,0.8221,1,0,0,0
Indian Bengali,1VjZFKwan7GlMNroNffEBPDl_SbFLOkrA,Bengali (Kolkata)_49_1745,Bengali,All,17.75,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Low (1-5s),Balanced Dialogue,West Bengal,West Bengal,3,0,microsoft,ConversationTranscriber,55,0.58x,615.29,0.25890,0.1954,0.2267,0.3095,0.6905,522,10.4,62,1.2,711,14.2,0.2661,0.2589,0.287,-0.0071,0.9928,0.8046,1,0,1,0
Indian Bengali,1IOXHbgyoi0Xg07Bq4zeMWZaCTwJPyL1y,Bengali (Non Kolkata)_216_2140,Bengali (Non Kolkata),All,16.25,Long (15-30 min),Same Gender,Same State,Same Age Group,No Overlap,Low (1-5s),Monologue-like,West Bengal,West Bengal,1,0,gemini_flash,gemini-2.5-flash,197,0.14x,137.583,0.25760,0.1776,0.2254,0.3037,0.6963,387,9.7,70,1.8,568,14.3,0.2648,0.2574,0.2874,-0.0072,0.9983,0.8285,0.6553,0.4359,0.8793,0.5829
bhojpuri,1U4_FphbpJFAxfV3Mxqm1AhEcDXKfAgt5,Audio257,Bhojpuri,All,10.22,Medium (5-15 min),Same Gender,Unknown,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,,,16,0,gemini_flash,gemini-2.5-flash,179,0.18x,112.029,0.25740,0.1382,0.2435,0.3725,0.6275,480,16.2,112,3.8,169,5.7,0.2574,0.2574,0.2587,0,0.8641,0.8645,0.8235,0.1667,0.1429,0.1538
assamese,1_yhfi1ku3nZE0olI4XE_ViDH4C1x9OKs,Assamese_56_2931,Gap,No Gap,22.13,Long (15-30 min),Unknown,Unknown,Unknown,No Overlap,No Gap,Monologue-like,,,0,0,microsoft,ConversationTranscriber,113,0.49x,655.209,0.25720,0.2042,0.2414,0.3407,0.6593,771,11.7,491,7.5,431,6.5,0.2821,0.2534,0.2879,-0.0249,0.9958,0.7958,1,0,1,0
assamese,1ItNsJM05bMFNIXUO1sTrSXJ3gFLWN_lB,Assamese_67_2723,Assamese,All,20.55,Long (15-30 min),Unknown,Unknown,Unknown,No Overlap,Low (1-5s),Monologue-like,,,2,0,elevenlabs,scribe_v2,17,0.09x,113.395,0.02850,0.0222,0.0285,0.0428,0.9572,75,1.5,66,1.3,6,0.1,0.0296,0.0231,0.0297,-0.0011,0.9891,0.9778,0,1,0,0
chattishgarhi,1pXWwPFh4UsoTeLyXF_7IH20yZH8ZQPC1,Audio134,Chattishgarhi,All,15.18,Long (15-30 min),Same Gender,Unknown,Same Age Group,No Overlap,Low (1-5s),Balanced Dialogue,,,5,0,assemblyai,universal,30,0.15x,133.042,0.25710,0.1798,0.2525,0.3501,0.6499,516,11.2,583,12.7,85,1.8,0.2571,0.2571,0.2573,0,0.8333,0.8202,1,0,1,0
marathi,1xdJOxVOCPsQiNLatHMx5SpY_u1GKGEW5,MARATHI_176_1338,Marathi,All,13.63,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Maharashtra,Maharashtra,7,0,gemini_pro,gemini-2.5-pro,92,0.19x,155.743,0.25710,0.2246,0.2554,0.3386,0.6614,396,9.3,669,15.7,27,0.6,0.2574,0.2571,0.2574,-0.0003,0.5813,0.7794,0,1,0,0
Spoken Tamil,1yRc3HStkRVwjdJQxzupiSyCo4co8xyeq,Tamil_82_1947,Spoken Tamil,All,19.78,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Low (1-5s),Balanced Dialogue,Tamil Nadu,Tamil Nadu,5,0,aws_transcribe,aws-transcribe,101,n/a,0,0.25710,0.1862,0.2273,0.3124,0.6876,780,10.6,147,2,966,13.1,0.2551,0.2571,0.2698,0.002,0.9879,0.8138,1,0,1,0
malayalam,1jbCt6ZoZ4eOO4xzMEzjV3hrMfhxXIxf2,Malyalam_337_1752,Malayalam,All,17.87,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,High (>20s),Balanced Dialogue,Kerala,Kerala,21,0,aws_transcribe,aws-transcribe,136,n/a,0,0.25470,0.1733,0.227,0.3223,0.6777,720,12.1,71,1.2,728,12.2,0.2548,0.2547,0.2686,-0.0001,0.9786,0.8267,1,0,1,0
odia,1ccF_sHPBbOT8OiY1XORX1U9n4_TnQ03L,Odia_258_1542,Odia,All,15.7,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Low (1-5s),Balanced Dialogue,Odisha,Odisha,4,0,gemini_flash,gemini-2.5-flash,215,0.12x,112.985,0.25470,0.175,0.2352,0.3366,0.6634,499,12.3,197,4.9,338,8.3,0.2828,0.2547,0.2924,-0.028,0.7838,0.8291,0.252,0.7143,0.7616,0.7372
urdu,1vaMfFIy6aqCDx5qv7HCjXMXgWFYbZg4t,Urdu_25_1829,Urdu,All,18.48,Long (15-30 min),Mixed Gender,Cross State,Mixed Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Maharashtra,Uttar Pradesh,11,0,speechmatics,speechmatics-batch,126,0.06x,63.523,0.25460,0.2023,0.2534,0.3213,0.6787,278,7.4,657,17.6,18,0.5,0.2546,0.2546,0.2538,0,0.7648,0.7977,1,0,1,0
chattishgarhi,1i6WVTBHGBdN9PSEAQNr_Se-rAJTkrJDi,Chattishgarhi_246_2146,Chattishgarhi,All,16.33,Long (15-30 min),Same Gender,Same State,Mixed Age Group,No Overlap,High (>20s),Balanced Dialogue,Chhattisgarh,Chhattisgarh,26,0,elevenlabs,scribe_v2,224,0.04x,42.618,0.25380,0.1726,0.2422,0.3884,0.6116,541,18.9,48,1.7,137,4.8,0.2538,0.2538,0.2563,0,0.9956,0.8331,0.0612,0.9286,0.8667,0.8966
marathi,1Rf8MBnwFsrm_SXz0p8i-lcYOr0d7ooWw,MARATHI_205_1428,Marathi,All,14.47,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Maharashtra,Maharashtra,11,0,elevenlabs,scribe_v2,165,0.14x,119.806,0.25380,0.2252,0.2529,0.3322,0.6678,411,8.8,754,16.2,15,0.3,0.2538,0.2538,0.2535,-0.0001,0.8516,0.7779,0,1,0,0
malayalam,1wwzeBSiULwcC0lAtp7nMLgXm5dyRNgNY,Malyalam_191_1709,Malayalam,All,17.15,Long (15-30 min),Mixed Gender,Same State,Mixed Age Group,No Overlap,Low (1-5s),Monologue-like,Kerala,Kerala,1,0,sarvam_v2,saarika:v2.5,64,n/a,0,0.25370,0.1804,0.2219,0.3036,0.6964,618,10.4,40,0.7,855,14.3,0.2534,0.2537,0.2692,0.0003,0.8967,0.8204,0.9916,0.016,1,0.0316
Spoken Hindi,1vj0UjLvG_dMx5plBOZ-mgvxApNmt4ort,Hinglish_538_3440,Overlap,Has Overlap,34.67,Very Long (>30 min),Mixed Gender,Cross State,Mixed Age Group,Has Overlap,Medium (5-20s),Balanced Dialogue,Uttar Pradesh,Rajasthan,6,1,gemini_flash,gemini-2.5-flash,417,0.09x,176.805,0.25310,0.1628,0.2208,0.3008,0.6992,901,10.1,47,0.5,1300,14.6,0.2524,0.2531,0.3134,0.0007,0.6611,0.8372,0.4221,0.6637,0.9705,0.7883
kannada,1ZWY65knno5_H2f56rzVyBXy3g8Ha90Bd,Kannada_76_1454,Kannada,All,14.9,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Karnataka,Karnataka,12,0,soniox,stt-async-v4,151,0.10x,87.748,0.25290,0.1858,0.2208,0.298,0.702,412,9.7,46,1.1,619,14.5,0.2519,0.2529,0.265,0.0009,0.9623,0.8142,0.9568,0.0405,1,0.0778
Indian Bengali,1K42GG3g1ByYNu9QTdxaEIqtfQlB1FPIp,Bengali (Non Kolkata)_119_2006,Gap,No Gap,10.62,Medium (5-15 min),Same Gender,Same State,Same Age Group,No Overlap,No Gap,Monologue-like,West Bengal,West Bengal,0,0,soniox,stt-async-v4,1,0.08x,52.513,0.25250,0.1957,0.2406,0.3193,0.6807,265,8.7,355,11.6,151,4.9,0.2598,0.2525,0.268,-0.0074,0.9984,0.8043,1,0,1,0
chattishgarhi,1PdROwGLVdEOc6cCS4pINNfhWqDE351xE,Chattishgarhi_203_2025,Chattishgarhi,All,12.38,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Chhattisgarh,Chhattisgarh,19,0,elevenlabs,scribe_v2,85,0.07x,49.058,0.25170,0.1722,0.2462,0.3431,0.6569,422,11.1,449,11.8,85,2.2,0.2517,0.2517,0.2535,0,0.9078,0.8278,0.2727,0.7885,0.9318,0.8542
marathi,1bs-Ot9T1gPaNV6yqBm7ikH7XzafNL-3b,MARATHI_128_1338,Marathi,All,13.63,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Low (1-5s),Balanced Dialogue,Maharashtra,Maharashtra,2,0,elevenlabs,scribe_v2,30,0.17x,140.106,0.25150,0.2189,0.2512,0.3288,0.6712,383,8.6,726,16.4,5,0.1,0.2514,0.2515,0.2515,0.0002,0.9145,0.7833,0,1,0,0
assamese,1_yhfi1ku3nZE0olI4XE_ViDH4C1x9OKs,Assamese_56_2931,Gap,No Gap,22.13,Long (15-30 min),Unknown,Unknown,Unknown,No Overlap,No Gap,Monologue-like,,,0,0,gemini_flash,gemini-2.5-flash,390,0.13x,179.045,0.25070,0.1695,0.2357,0.3489,0.6511,911,13.8,320,4.9,419,6.4,0.2821,0.2397,0.2877,-0.0314,0.9945,0.8305,0.7538,0.3669,0.9444,0.5285
Spoken Tamil,1c6KN_oAJtCk-sRqM3QOhzXUM88Zkyyn7,Tamil_166_0827,Spoken Tamil,All,8.45,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Low (1-5s),Balanced Dialogue,Tamil Nadu,Tamil Nadu,5,0,gemini_flash,gemini-2.5-flash,199,0.15x,75.262,0.25060,0.1813,0.221,0.3024,0.6976,318,10.1,50,1.6,420,13.4,0.242,0.2506,0.2573,0.0085,0.995,0.8187,0.961,0.0574,1,0.1085
gujarati,1fNH2jj_nQ5HdpwUKIThcLjHbfrMR23ER,Gujarati_311_1731,Gujarati,All,17.52,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Gujarat,Gujarat,9,0,gemini_pro,gemini-2.5-pro,203,0.41x,434.825,0.24970,0.228,0.2489,0.3346,0.6654,496,9.7,770,15,17,0.3,0.2478,0.2497,0.2482,0.0019,0.9125,0.7757,0,1,0,0
malayalam,1wwzeBSiULwcC0lAtp7nMLgXm5dyRNgNY,Malyalam_191_1709,Malayalam,All,17.15,Long (15-30 min),Mixed Gender,Same State,Mixed Age Group,No Overlap,Low (1-5s),Monologue-like,Kerala,Kerala,1,0,sarvam_v3,saaras:v3,64,n/a,0,0.24970,0.1792,0.2178,0.295,0.705,581,9.7,36,0.6,872,14.6,0.2493,0.2497,0.2651,0.0003,0.8967,0.8222,0.9944,0.0107,1,0.0212
haryanvi,14rM1T5m2y_HE6BVPNMVANuMUIIX6_xta,Audio95,Haryanvi,All,14.88,Medium (5-15 min),Same Gender,Unknown,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,,,7,0,aws_transcribe,aws-transcribe,119,n/a,0,0.24800,0.1632,0.2345,0.341,0.659,608,12.7,303,6.3,273,5.7,0.2481,0.248,0.2496,-0.0001,0.98,0.8368,1,0,1,0
malayalam,1wwzeBSiULwcC0lAtp7nMLgXm5dyRNgNY,Malyalam_191_1709,Malayalam,All,17.15,Long (15-30 min),Mixed Gender,Same State,Mixed Age Group,No Overlap,Low (1-5s),Monologue-like,Kerala,Kerala,1,0,gemini_pro,gemini-2.5-pro,272,0.20x,207.792,0.24610,0.1786,0.2146,0.2892,0.7108,561,9.4,29,0.5,878,14.7,0.2463,0.2461,0.2615,-0.0002,0.8955,0.8232,0.9972,0.0053,1,0.0106
nepali,1IpSRInxmPC_m6FUd_MfOm8oKe4Hb8JP7,Nepali_75_1525,Nepali,All,15.42,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Nepal,Nepal,7,0,gemini_pro,gemini-2.5-pro,179,0.24x,222.249,0.24570,0.1861,0.2138,0.2874,0.7126,390,9.3,15,0.4,626,14.9,0.2461,0.2457,0.2623,-0.0005,0.7153,0.8139,1,0,1,0
chattishgarhi,1asVUMO650sG1tVsrE9oaemx5dUhxLck7,Chattishgarhi_25_2040,Chattishgarhi,All,15.5,Long (15-30 min),Same Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Chhattisgarh,Chhattisgarh,12,0,gemini_pro,gemini-2.5-pro,215,0.27x,249.094,0.24560,0.1555,0.2232,0.3199,0.6801,493,11.9,107,2.6,415,10,0.2456,0.2456,0.2477,0,0.9883,0.8558,0.1273,0.8636,0.95,0.9048
bhojpuri,17RPyrj_Gqp3izB6_SEuu2oqW3c6nK8wn,Audio281,Bhojpuri,All,10.75,Medium (5-15 min),Same Gender,Unknown,Same Age Group,No Overlap,Low (1-5s),Monologue-like,,,4,0,gemini_flash,gemini-2.5-flash,72,0.22x,142.943,0.24530,0.1823,0.2428,0.3232,0.6768,254,8.9,413,14.5,30,1.1,0.2453,0.2453,0.2458,0,0.9816,0.8177,1,0,1,0
chattishgarhi,1VuChHMX1AhHc9mBF8jdmZAeNFty73GKm,Chhattisgarhi_67_2000,Chattishgarhi,All,15,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Chhattisgarh,Chhattisgarh,17,0,gemini_flash,gemini-2.5-flash,326,0.13x,115.3,0.24530,0.1538,0.2291,0.3332,0.6668,435,12.6,170,4.9,245,7.1,0.2453,0.2453,0.2469,0,0.9734,0.8479,1,0,1,0
marathi,186wsfRfzUq3WLO_OQzyyR6GJY9hzX-e_,MARATHI_387_1848,Marathi,All,18.8,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Maharashtra,Maharashtra,13,0,elevenlabs,scribe_v2,182,0.13x,144.306,0.24510,0.2221,0.2439,0.328,0.672,581,9.4,897,14.6,31,0.5,0.2448,0.2451,0.2444,0.0002,0.8552,0.7822,0,1,0,0
Spoken Hindi,1r92AWQHlZqP_dqrBKNOiiHiVi40dpxVk,Hinglish_790_1625,Spoken Hindi,All,16.42,Long (15-30 min),Same Gender,Cross State,Mixed Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Chandigarh,Chhattisgarh,14,0,aws_transcribe,aws-transcribe,120,n/a,0,0.24470,0.1836,0.2174,0.3022,0.6978,508,10.6,65,1.4,605,12.6,0.2446,0.2447,0.2658,0.0001,0.6643,0.8164,1,0,0,0
marathi,1bs-Ot9T1gPaNV6yqBm7ikH7XzafNL-3b,MARATHI_128_1338,Marathi,All,13.63,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Low (1-5s),Balanced Dialogue,Maharashtra,Maharashtra,2,0,gemini_pro,gemini-2.5-pro,35,0.16x,129.916,0.24450,0.2068,0.2435,0.3229,0.6771,392,8.9,672,15.2,19,0.4,0.2446,0.2445,0.2445,-0.0001,0.9977,0.7946,0,1,0,0
chattishgarhi,1O8I9IdKYAVFg012-FqIyTf-tzE9GT6po,Audio178,Chattishgarhi,All,15.17,Long (15-30 min),Same Gender,Unknown,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,,,13,0,gemini_pro,gemini-2.5-pro,227,0.24x,222.392,0.24440,0.1797,0.2177,0.293,0.707,379,9,133,3.2,516,12.3,0.2444,0.2444,0.2469,0,0.9262,0.8322,1,0,1,0
Indian Bengali,16v6zY5TIhoLJ4t2FHnTtoaGO1kJ8Doxg,Bengali (Kolkata)_298_1835,Bengali,All,18.58,Long (15-30 min),Mixed Gender,Same State,Mixed Age Group,No Overlap,Medium (5-20s),Rapid Exchange,West Bengal,West Bengal,11,0,sarvam_v2,saarika:v2.5,164,n/a,0,0.24420,0.1853,0.2151,0.2967,0.7033,535,10.3,34,0.7,705,13.5,0.2501,0.2442,0.2671,-0.0059,0.8966,0.8147,1,0,1,0
Spoken Tamil,1HjvMh4M-bil2jcrHf35uMmtee_zRQy49,Tamilish_238_1705,Spoken Tamil,All,17.08,Long (15-30 min),Same Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Tamil Nadu,Tamil Nadu,18,0,speechmatics,speechmatics-batch,167,0.05x,49.971,0.24420,0.1679,0.2219,0.3106,0.6894,550,10.7,192,3.7,517,10,0.244,0.2442,0.2528,0.0002,0.8406,0.8321,0.4775,0.5952,0.9216,0.7233
Spoken Tamil,1c6KN_oAJtCk-sRqM3QOhzXUM88Zkyyn7,Tamil_166_0827,Spoken Tamil,All,8.45,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Low (1-5s),Balanced Dialogue,Tamil Nadu,Tamil Nadu,5,0,soniox,stt-async-v4,41,0.13x,63.918,0.24390,0.1815,0.2151,0.2937,0.7063,307,9.8,39,1.2,421,13.4,0.236,0.2439,0.2508,0.0079,0.995,0.8185,1,0,1,0
telugu,1JCa_JFJCa9ViFhtVjKLrGUt-WSAHEIl2,Telugu_182_1215,Telugu,All,12.25,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Andhra Pradesh,Andhra Pradesh,7,0,gemini_flash,gemini-2.5-flash,204,0.18x,133.744,0.24380,0.2098,0.2118,0.2611,0.7389,203,5.6,135,3.7,552,15.1,0.2441,0.2438,0.2488,-0.0003,0.9913,0.7958,0.9145,0.0723,1,0.1348
marathi,1JEdmZFxCQH2GGRiDda5TFUAetD1eqzNe,MARATHI_96_1546,Marathi,All,15.77,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Low (1-5s),Balanced Dialogue,Maharashtra,Maharashtra,5,0,gemini_flash,gemini-2.5-flash,225,0.16x,154.142,0.24350,0.2097,0.2423,0.3193,0.6807,437,8.5,782,15.3,27,0.5,0.2433,0.2435,0.2432,0.0003,0.994,0.7924,0,1,0,0
gujarati,1UFvCEVcXgV6lQELmoIF6-2sZwHIF-WQF,Gujarati_368_1503,Gujarati,All,15.05,Long (15-30 min),Same Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Gujarat,Gujarat,8,0,elevenlabs,scribe_v2,152,0.29x,260.999,0.24340,0.223,0.2377,0.3382,0.6618,614,11.6,547,10.3,126,2.4,0.2432,0.2434,0.2369,0.0001,0.5224,0.7888,0,1,0,0
telugu,13Db0b3jlRSTeXzFNXpI2KGe1n98E8zat,Telugu_68_1438,Telugu,All,14.63,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Telangana,Telangana,9,0,gemini_flash,gemini-2.5-flash,244,0.11x,99.444,0.24320,0.1908,0.2106,0.2771,0.7229,362,8.3,23,0.5,674,15.5,0.24,0.2432,0.2566,0.0032,0.9997,0.8093,1,0,0,0
Indian Bengali,16v6zY5TIhoLJ4t2FHnTtoaGO1kJ8Doxg,Bengali (Kolkata)_298_1835,Bengali,All,18.58,Long (15-30 min),Mixed Gender,Same State,Mixed Age Group,No Overlap,Medium (5-20s),Rapid Exchange,West Bengal,West Bengal,11,0,aws_transcribe,aws-transcribe,137,n/a,0,0.24270,0.183,0.213,0.287,0.713,478,9.2,61,1.2,727,13.9,0.247,0.2427,0.265,-0.0043,0.8958,0.817,1,0,1,0
chattishgarhi,1eo3tj-35RzkjfogfQ8zD7ThUZMNf8BSe,Audio126,Chattishgarhi,All,15.15,Long (15-30 min),Same Gender,Unknown,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,,,8,0,aws_transcribe,aws-transcribe,118,n/a,0,0.24260,0.1693,0.2376,0.3304,0.6696,379,10.5,417,11.6,76,2.1,0.2426,0.2426,0.2434,0,0.9844,0.8307,1,0,1,0
urdu,1lsbsvyIz3Jh88B1ibt44zsayma1DI32P,Urdu_295_1741,Urdu,All,17.68,Long (15-30 min),Mixed Gender,Cross State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Karnataka,Uttar Pradesh,7,0,gemini_flash,gemini-2.5-flash,227,0.17x,159.457,0.24240,0.09,0.2405,0.3887,0.6113,698,18.5,184,4.9,31,0.8,0.2424,0.2424,0.2463,0,0.7158,0.91,1,0,1,0
assamese,1MsPfF_fY0zbls4shEmoopnhnDhIqR1KD,Assamese_59_3123,Assamese,All,23.55,Long (15-30 min),Unknown,Unknown,Unknown,No Overlap,Low (1-5s),Monologue-like,,,1,0,microsoft,ConversationTranscriber,80,0.43x,608.084,0.24210,0.189,0.2389,0.2989,0.7011,371,6.4,957,16.5,78,1.3,0.2521,0.2397,0.2525,-0.01,0.9996,0.811,0,1,1,1
Indian Bengali,1cg1sGP6EbqeVpXpxEvJYpmHGcQcwc8ez,Bengali (Non Kolkata)_281_2053,Bengali (Non Kolkata),All,15.67,Long (15-30 min),Same Gender,Same State,Mixed Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,West Bengal,West Bengal,16,0,soniox,stt-async-v4,84,0.05x,45.273,0.24210,0.1873,0.2206,0.3006,0.6994,380,9.3,208,5.1,398,9.8,0.2488,0.2421,0.2599,-0.0067,0.9952,0.8127,1,0,1,0
